age,sex,location_x,location_y,sports
46,m,0.19084411111633415,-122.98853054538532,"['Ball hockey', 'Badminton']"
81,m,-44.14828341223943,53.20777447883191,"['Curling', 'Basketball', 'Rugby', 'Tennis']"
13,m,30.548704678197467,-106.73295286297282,"['Ice hockey', 'Squash', 'Kayaking', 'Basketball', 'Football']"
92,f,16.57098585298607,86.99618951487122,['Squash']
59,m,-72.38603369655809,-175.82423121765316,"['Bowling', 'Badminton', 'Cross country running', 'Swimming']"
69,f,-61.29350024135798,-143.55547526392414,"['Ice hockey', 'Baseball']"
91,m,64.94596041334569,136.25861074580456,"['Badminton', 'Bowling', 'Baseball']"
11,f,77.24196824259286,4.599478629164565,[]
61,m,14.471167287585786,-49.63923268084872,"['Tennis', 'Olympic weightlifting', 'Cycling', 'Softball', 'Football']"
11,m,65.57385629657313,-69.23021565466627,[]
80,f,-72.21996799216656,-165.72738531954752,"['Swimming', 'Badminton', 'Squash']"
86,f,50.50447160329995,-150.17165908167686,"['Rugby', 'Olympic weightlifting', 'Baseball', 'Kayaking']"
59,m,-54.923796897705465,-15.934412161304522,"['Rugby', 'Cross country running']"
56,f,78.40735920636382,-57.87648180775068,[]
5,m,31.327431191816743,-63.276954393878356,"['Football', 'Curling', 'Olympic weightlifting']"
80,m,43.611386044262986,109.78434353595486,[]
32,m,-63.34735135939647,-171.61065784395893,[]
72,f,41.2007500851613,48.39804335156134,"['Volleyball', 'Squash', 'Golf', 'Ice hockey', 'Badminton']"
26,f,-17.681508110914763,78.89540185865184,['Tennis']
98,f,-33.69308632267617,103.78221764846978,['Cross country running']
15,f,-36.662911455110475,39.78965765986021,['Curling']
29,m,-79.61642034713476,-72.11708573591412,[]
38,m,-78.97696596049518,-62.77660979298305,['Squash']
18,f,37.843712591287016,-49.21726507051392,"['Cross country running', 'Tennis', 'Martial arts']"
29,m,-75.81863453185947,147.33123550083013,"['Rugby', 'Basketball', 'Tennis']"
47,m,-68.5479791245555,-6.9429785799808315,[]
7,f,6.5886141174245125,-19.333995350566738,['Bowling']
42,m,43.4628748143065,163.62117655836772,"['Soccer', 'Ice hockey', 'Baseball', 'Rugby']"
79,m,48.77552855042035,62.466728128553484,"['Rugby', 'Softball', 'Golf']"
18,m,36.632790033926796,140.83808181904004,"['Martial arts', 'Equestrian mounted games', 'Soccer', 'Softball', 'Squash']"
66,f,-66.24389340888295,-111.75640216100307,"['Volleyball', 'Softball']"
91,m,30.91133403682457,-35.150989447154586,"['Cycling', 'Golf', 'Ice hockey', 'Baseball', 'Downhill skiing']"
80,m,-10.131618394541974,-61.85916094851473,"['Golf', 'Baseball', 'Softball', 'Ice hockey']"
21,m,11.72280967929504,-148.25010556072243,['Ice hockey']
33,f,-9.23725710475317,25.226955273492308,"['Ice hockey', 'Softball', 'Squash', 'Volleyball', 'Equestrian mounted games']"
27,m,-37.942798786222255,54.51269338482868,"['Downhill skiing', 'Basketball', 'Curling']"
17,f,55.73587096342254,-63.770927477706465,"['Badminton', 'Ball hockey', 'Ice hockey']"
13,f,-56.9597638441219,-109.68129337533418,"['Soccer', 'Volleyball']"
70,m,0.8792356621508901,-169.5987804814242,[]
1,f,16.944749585962256,-20.1602546239138,['Olympic weightlifting']
41,m,-89.02751088266645,-59.50927533188934,"['Olympic weightlifting', 'Golf']"
21,m,-80.58263031247854,61.98661085383296,"['Olympic weightlifting', 'Football', 'Swimming', 'Bowling']"
62,f,84.55699328558313,-44.58457961278867,"['Kayaking', 'Squash', 'Tennis', 'Ice hockey', 'Rugby']"
47,m,69.41463124015294,133.04892289974106,[]
7,f,-72.95764585691879,-129.82999106412223,"['Cycling', 'Equestrian mounted games', 'Badminton', 'Ice hockey', 'Squash']"
60,f,74.2358436539615,-49.531596952473166,"['Bowling', 'Golf']"
63,m,-39.44988485262058,-165.27731256940564,[]
65,m,-62.607506431644296,-38.08603287018764,['Volleyball']
22,m,-33.26067111251107,-79.6245969711988,"['Cross country running', 'Kayaking', 'Badminton', 'Ball hockey', 'Cycling']"
11,m,83.22455035161832,-146.6852019344645,"['Squash', 'Olympic weightlifting', 'Golf']"
12,m,-3.352352750714033,48.44878966946422,"['Badminton', 'Softball']"
57,m,88.90238028802048,-19.216491295049025,"['Squash', 'Rugby', 'Football', 'Volleyball']"
39,m,-46.429940175760535,94.3928164484019,"['Cross country running', 'Basketball', 'Olympic weightlifting', 'Softball', 'Swimming']"
56,f,-2.9220533848210835,82.5358611314868,"['Basketball', 'Bowling', 'Rugby', 'Olympic weightlifting']"
74,m,-46.46044122994891,-52.37113451432545,"['Football', 'Volleyball', 'Softball', 'Rugby']"
22,m,28.4699199115297,127.40582591861858,"['Equestrian mounted games', 'Olympic weightlifting', 'Football']"
55,m,36.795620008028365,19.606013036633556,"['Squash', 'Bowling']"
71,m,22.029776806194207,151.12305572094544,['Softball']
32,m,-28.397572209285634,-94.02492141279033,[]
25,f,6.61640143800625,-94.63524116391335,[]
95,m,-84.80995983324424,164.60018698689038,"['Squash', 'Tennis', 'Golf', 'Baseball']"
19,f,85.55672532225941,-137.87350558983542,"['Soccer', 'Curling', 'Tennis', 'Downhill skiing', 'Martial arts']"
21,f,59.60509462226753,175.12839999942878,"['Swimming', 'Olympic weightlifting', 'Cross country running', 'Volleyball', 'Golf']"
45,m,63.4323630730147,123.58705782898687,[]
94,m,-80.85568050536708,-22.60761821403014,"['Curling', 'Kayaking']"
24,f,19.42223919838868,158.33571837057684,"['Basketball', 'Martial arts', 'Baseball', 'Olympic weightlifting', 'Volleyball']"
69,f,44.179448205048374,-72.48000835229215,"['Softball', 'Badminton', 'Ice hockey', 'Equestrian mounted games', 'Baseball']"
53,m,-74.13177815039239,-117.96411529480628,"['Ice hockey', 'Volleyball', 'Golf', 'Ball hockey']"
85,m,40.98546735493758,-112.83988653358033,"['Equestrian mounted games', 'Soccer']"
99,f,50.199143723500384,-13.167937358669377,"['Ice hockey', 'Badminton', 'Rugby', 'Downhill skiing', 'Olympic weightlifting']"
16,m,-85.88424232018625,-123.30785687097446,"['Soccer', 'Badminton', 'Downhill skiing', 'Curling']"
17,f,-79.31051720281678,-25.36442326139931,"['Golf', 'Ice hockey']"
40,f,-50.51692969787869,-140.220876834395,[]
47,m,11.857097901546467,-170.17434067787755,"['Curling', 'Tennis', 'Swimming', 'Bowling', 'Baseball']"
1,m,-87.18158439314479,-161.69636764285946,"['Rugby', 'Downhill skiing', 'Football', 'Baseball', 'Cycling']"
58,f,6.651450534447122,-115.7615196383833,['Rugby']
92,f,46.77062496973036,160.51404112824434,"['Downhill skiing', 'Cross country running', 'Bowling']"
60,f,85.13276558050913,-6.880351110149746,"['Basketball', 'Badminton']"
55,m,-57.73122749669889,-178.20955563216674,"['Golf', 'Bowling', 'Baseball', 'Olympic weightlifting', 'Soccer']"
17,f,-56.654113714115915,70.54085895281008,"['Football', 'Downhill skiing', 'Rugby', 'Olympic weightlifting']"
56,f,-17.66762340331117,35.716097065886856,"['Rugby', 'Squash', 'Martial arts', 'Curling', 'Cycling']"
92,m,-0.7406260937193991,-94.2905619841868,"['Curling', 'Cycling', 'Bowling']"
17,f,-37.48403325470137,158.00515114369824,"['Kayaking', 'Badminton', 'Basketball']"
93,m,5.6581583382142355,64.14638012571831,[]
13,f,-11.597149763993897,-121.27514642966025,"['Martial arts', 'Equestrian mounted games', 'Badminton', 'Cross country running']"
39,m,-8.935298505382178,-65.92831725982663,['Ball hockey']
48,f,-21.384143382434715,-96.77538457120582,"['Soccer', 'Bowling']"
81,m,-29.371181977790904,-36.757916749303064,"['Cross country running', 'Kayaking', 'Golf']"
19,f,-68.5148400927372,-72.15037894550326,"['Soccer', 'Tennis', 'Rugby', 'Curling']"
21,f,-43.92301975115659,-103.49726890326048,"['Football', 'Curling', 'Golf', 'Tennis']"
50,m,-47.500346056459236,119.48076118399655,"['Volleyball', 'Squash', 'Swimming']"
89,m,-25.847655782309147,25.166881028584214,"['Baseball', 'Volleyball', 'Golf', 'Basketball', 'Equestrian mounted games']"
82,f,35.70590724711961,51.172431332410696,[]
72,f,-9.990836836259732,123.40801400411368,[]
27,m,68.0909593524405,119.43869827480296,['Downhill skiing']
76,m,58.328115862355304,-41.677912561120564,"['Cross country running', 'Martial arts', 'Ice hockey', 'Basketball']"
56,m,80.90515949177839,68.26073942471285,['Softball']
32,f,14.519907439130606,-119.87004799435573,"['Kayaking', 'Soccer', 'Cycling', 'Tennis', 'Bowling']"
76,f,50.66033188564526,-150.61752142719686,[]
39,m,-71.38292637398081,16.43190349661876,"['Golf', 'Soccer', 'Olympic weightlifting']"
42,f,-31.396708327490366,93.69255956354402,"['Baseball', 'Bowling']"
9,m,-68.04825530282328,89.14104532536118,"['Softball', 'Ice hockey', 'Curling', 'Cross country running']"
57,f,9.049275700064925,72.15659863901678,['Squash']
90,f,75.61124818740583,27.459034447459914,['Ball hockey']
17,f,25.75353350559459,38.844333309218655,"['Curling', 'Martial arts', 'Kayaking', 'Squash']"
14,m,56.13076450894687,-131.93792813429465,"['Golf', 'Cycling']"
17,m,19.07045862548452,164.21308876411524,"['Softball', 'Ball hockey', 'Equestrian mounted games', 'Basketball']"
11,f,-41.850669588185944,-136.8153384925692,"['Tennis', 'Olympic weightlifting', 'Martial arts']"
97,f,-82.693327204127,101.27794780868214,['Softball']
10,m,56.86295891797121,-41.22268597472862,"['Baseball', 'Martial arts']"
45,m,-77.39723164295378,-173.7264212631137,"['Cycling', 'Kayaking', 'Olympic weightlifting', 'Tennis', 'Downhill skiing']"
22,m,27.703614986878833,86.0475840134336,['Ice hockey']
39,f,86.94310000930722,151.86823392504186,['Ball hockey']
1,f,-20.560781970922477,-76.10695985437509,"['Rugby', 'Badminton', 'Ice hockey', 'Golf', 'Baseball']"
70,m,-46.08866430940748,-145.88828264786252,[]
46,m,34.213008684283395,-93.74673981109046,"['Ice hockey', 'Rugby', 'Golf', 'Baseball']"
38,m,-71.15170338439422,136.41381723255284,"['Golf', 'Curling', 'Football']"
45,m,36.505191026483715,-18.380364041854136,[]
57,m,60.94834120597349,128.3456232106509,[]
88,f,64.61533998839582,-36.21038001207003,['Golf']
77,m,67.4817389159146,-39.0660890707976,"['Baseball', 'Basketball']"
6,m,56.72429799588872,-138.91530232889366,"['Equestrian mounted games', 'Kayaking', 'Baseball']"
78,f,-23.12908466118357,60.82823320163331,"['Equestrian mounted games', 'Bowling', 'Golf', 'Softball']"
98,m,41.03899398175233,41.162839351319235,['Tennis']
86,f,88.88544876677395,137.19845532788742,['Tennis']
4,m,-57.363600227309554,136.53624346664378,['Volleyball']
16,f,12.267452931651476,-89.47154955025695,"['Cross country running', 'Soccer', 'Football', 'Squash', 'Bowling']"
35,m,31.010603079708645,-20.51585285896519,"['Cross country running', 'Basketball', 'Baseball']"
99,m,-15.072202795730092,-67.42741705257131,"['Equestrian mounted games', 'Baseball', 'Football']"
91,m,81.20592622541113,-173.69134185521742,"['Cross country running', 'Badminton', 'Rugby', 'Olympic weightlifting']"
43,f,-18.36105593277631,24.874962793541812,[]
92,m,63.40875489626191,32.03745485396638,"['Downhill skiing', 'Olympic weightlifting', 'Tennis']"
45,f,84.84275114676242,3.2236654470752057,"['Baseball', 'Football', 'Tennis', 'Cycling', 'Soccer']"
5,f,62.125406595543495,117.21152801704602,"['Curling', 'Squash']"
12,m,-33.76501724562918,-56.09217279050799,"['Cycling', 'Baseball', 'Volleyball']"
17,m,2.6168200575697256,-84.20425249227816,"['Downhill skiing', 'Swimming', 'Cycling', 'Cross country running']"
34,f,-51.380289262948665,-88.83211526188114,"['Soccer', 'Tennis', 'Cross country running']"
67,m,-81.63281092602065,-154.42185150402065,"['Golf', 'Downhill skiing']"
34,f,25.34750424198336,-154.82331127389463,[]
7,f,-17.551845421683154,-102.1655844311705,"['Swimming', 'Soccer']"
10,f,-32.518102552839785,-139.47962028953745,"['Martial arts', 'Cross country running']"
26,m,-27.122979888604142,62.82415960350946,"['Martial arts', 'Downhill skiing']"
3,m,35.2259804822332,159.33184496630395,[]
42,m,-80.59959925101705,162.79165847397246,"['Golf', 'Martial arts']"
12,m,57.91001234952245,60.20466896375902,"['Curling', 'Rugby', 'Kayaking', 'Squash']"
15,f,-31.837281794393178,-94.48419434855069,[]
68,f,88.85800938761989,-98.92399386796507,"['Soccer', 'Curling', 'Rugby', 'Softball']"
91,f,19.791766901460022,-156.0827269884975,[]
12,f,43.651090755175716,-31.222598156648644,"['Golf', 'Ice hockey', 'Olympic weightlifting', 'Kayaking', 'Cross country running']"
13,m,4.715967617896027,-20.139125795747105,"['Kayaking', 'Equestrian mounted games']"
10,m,-69.4006323404987,-102.98702167182743,"['Soccer', 'Equestrian mounted games', 'Martial arts', 'Cross country running', 'Baseball']"
53,f,-36.221002028553244,139.24100797208354,"['Ball hockey', 'Martial arts', 'Football']"
91,f,78.55192732472915,167.43812243711199,"['Olympic weightlifting', 'Curling', 'Bowling', 'Tennis']"
67,m,49.706000006194245,34.22663800934029,"['Downhill skiing', 'Golf', 'Basketball', 'Ice hockey']"
92,m,35.461458552832326,82.54223189080028,[]
71,f,-87.82286851946665,63.41868968631701,[]
83,f,79.9459247285651,16.163695513791026,"['Bowling', 'Cross country running']"
65,f,58.23766504288048,20.514601036731534,[]
79,f,-11.194246447857353,136.25776109578823,['Ice hockey']
50,f,-50.98267928710698,-13.577644279217907,['Bowling']
18,m,86.7294571762769,153.4704638412095,['Bowling']
93,f,4.363323344505531,-53.87455183288469,"['Kayaking', 'Softball', 'Equestrian mounted games', 'Volleyball']"
16,m,-26.419213102155098,-110.54523421139218,[]
47,m,-89.22192455626336,-35.1470664526322,[]
22,f,52.71932227220418,145.84669969461515,['Bowling']
34,f,-50.23968177264065,-30.554636838990035,"['Ice hockey', 'Kayaking', 'Baseball', 'Cycling']"
78,f,-66.68228188907014,-166.64766206700267,"['Ball hockey', 'Soccer', 'Rugby']"
18,m,-45.18620859704376,-169.6918416655684,['Olympic weightlifting']
76,m,-63.50245503355316,-109.76120745733512,['Martial arts']
30,f,-43.49128944294182,73.82741804034322,['Baseball']
34,m,49.18421033032794,-32.12948306686599,"['Equestrian mounted games', 'Swimming', 'Bowling']"
90,f,-84.38100869781928,67.43840701601712,"['Ball hockey', 'Bowling', 'Cross country running', 'Tennis', 'Baseball']"
34,f,-21.25763372820083,-175.21837586674877,['Martial arts']
25,m,-57.67937982540648,-153.31253161051004,"['Soccer', 'Rugby', 'Softball']"
20,m,9.595838264466025,9.35264621260282,"['Cycling', 'Martial arts', 'Softball']"
51,m,15.336279115103935,57.66035052330923,"['Downhill skiing', 'Ice hockey']"
71,f,4.404606667259387,114.1495610204355,"['Curling', 'Golf', 'Volleyball', 'Ball hockey']"
79,f,85.66846645509801,-41.90989599678133,[]
58,f,75.51497664200886,-172.1992606185279,[]
42,f,-47.2271015125867,-115.57038210560424,"['Cycling', 'Cross country running']"
20,m,-51.24206193496588,-157.15193149045987,['Rugby']
16,m,-51.59393732801617,46.29108453165537,"['Football', 'Volleyball']"
15,m,-39.68397294641821,-138.56292105107772,"['Curling', 'Rugby', 'Olympic weightlifting']"
86,m,-83.02513714856774,-35.50894288661107,"['Rugby', 'Kayaking', 'Martial arts', 'Tennis', 'Baseball']"
74,f,8.80200532443618,113.62407180819378,"['Curling', 'Rugby', 'Badminton', 'Softball', 'Ice hockey']"
42,f,17.86502055263972,-85.08394908724487,"['Ice hockey', 'Kayaking', 'Cross country running', 'Swimming']"
35,f,-78.52059121070434,57.04538007584915,"['Golf', 'Basketball', 'Downhill skiing']"
87,f,86.97723525044304,123.62419540297446,"['Softball', 'Equestrian mounted games', 'Cycling', 'Baseball']"
34,f,49.66942604730724,-68.08714892149746,[]
9,m,72.00480170333901,148.36534990179558,"['Baseball', 'Downhill skiing']"
52,m,70.55080071354763,-20.790636870065953,[]
67,m,-84.58511295995547,11.437316012717531,"['Basketball', 'Martial arts', 'Olympic weightlifting']"
8,m,-79.20065395800468,-155.73300566823082,['Cross country running']
12,m,-1.3511977075415302,108.1023952086465,"['Badminton', 'Rugby', 'Equestrian mounted games', 'Olympic weightlifting', 'Bowling']"
46,m,-10.900038877040018,-92.04519806879325,"['Swimming', 'Curling']"
36,m,-70.03040654843339,77.51351481636641,"['Squash', 'Softball']"
13,f,31.41815042060982,99.30495872470613,[]
22,m,-77.43306694153736,-9.021625957899545,"['Squash', 'Soccer', 'Softball', 'Baseball']"
2,f,74.54787620491217,-33.2287462932417,"['Badminton', 'Softball']"
21,f,58.97971195782753,119.25148122409428,"['Ice hockey', 'Tennis']"
89,f,-24.06059600673275,118.15506982171627,[]
11,f,54.9164549605963,-64.35384536786331,"['Golf', 'Rugby']"
34,f,86.5386255278705,-6.597070559672488,"['Curling', 'Downhill skiing', 'Ice hockey']"
40,m,41.68069902319709,-81.95724433979703,[]
56,f,49.658956258316664,131.4118543706549,['Tennis']
41,f,72.72158212598379,87.98938444306611,"['Football', 'Bowling', 'Cycling']"
52,m,-69.81366873672431,-163.11951356969195,"['Downhill skiing', 'Martial arts']"
60,m,-11.8262665592368,90.31683312479606,"['Bowling', 'Cycling', 'Kayaking', 'Tennis']"
39,m,-68.25155085710823,19.90380342347453,"['Ball hockey', 'Cycling', 'Olympic weightlifting', 'Bowling', 'Equestrian mounted games']"
70,f,84.80086863425859,-38.386669718094964,"['Curling', 'Equestrian mounted games']"
83,f,-35.31337910784187,-110.0203041079393,"['Cycling', 'Olympic weightlifting', 'Ball hockey']"
51,f,-87.84300830476263,-21.48582899934661,"['Curling', 'Rugby', 'Olympic weightlifting', 'Golf', 'Cycling']"
14,f,-54.898824343254795,129.99415836722608,"['Baseball', 'Golf', 'Ice hockey', 'Basketball', 'Cycling']"
80,m,62.04147250009919,-7.195712831485679,"['Rugby', 'Ball hockey']"
9,f,-38.59811959706919,48.49585582217841,[]
61,m,-48.282158505456835,-130.46632710618277,"['Badminton', 'Golf', 'Bowling', 'Olympic weightlifting']"
55,f,10.043882619886318,141.79075209192177,"['Basketball', 'Martial arts', 'Kayaking', 'Olympic weightlifting', 'Baseball']"
35,f,54.518075361022994,-144.31278726446794,"['Equestrian mounted games', 'Bowling', 'Rugby']"
83,f,41.22087470826111,87.46554072525743,"['Volleyball', 'Squash', 'Football', 'Downhill skiing']"
26,m,61.36463281272049,84.3826643911782,"['Martial arts', 'Rugby']"
60,f,-67.68419799014193,-179.61522327434366,[]
35,m,-10.377191215912646,168.9324409120008,"['Ball hockey', 'Football', 'Downhill skiing']"
63,m,-42.19228658351111,162.7384730020475,['Equestrian mounted games']
92,m,22.950153778776425,92.62995826797538,[]
18,f,-81.13468530809726,-42.41173334305526,['Football']
85,f,-54.89314489272042,-137.11073721361547,"['Swimming', 'Curling']"
89,m,-38.72861360539189,-128.59308617001676,"['Cross country running', 'Squash', 'Volleyball', 'Martial arts', 'Swimming']"
89,f,4.944294926235131,-68.22016209072217,"['Football', 'Kayaking', 'Squash', 'Baseball', 'Volleyball']"
81,f,86.88771403519553,144.30160804100825,"['Downhill skiing', 'Curling', 'Squash', 'Ball hockey']"
13,f,1.8253970316007582,-39.91239688922013,"['Ice hockey', 'Ball hockey', 'Football', 'Baseball']"
96,f,75.33810025340969,67.58646600264575,['Olympic weightlifting']
49,m,-42.521635838362805,-10.226685480146983,['Squash']
67,m,-21.24654402668692,-149.05258012575104,['Cycling']
14,f,-76.47947781963315,-6.419549773812349,"['Badminton', 'Bowling', 'Ice hockey', 'Basketball']"
52,m,-69.36784264140218,147.02782683428148,"['Ball hockey', 'Martial arts', 'Cycling']"
21,m,-7.329928850275394,170.5759252293933,"['Cross country running', 'Golf', 'Basketball', 'Baseball', 'Cycling']"
76,m,-25.918358908089658,-136.9919562818272,[]
2,m,-49.70242125852627,-17.263879903823238,[]
68,f,43.68816019864903,148.29171235659066,"['Olympic weightlifting', 'Basketball']"
73,f,88.90365031279353,83.99069205595379,[]
27,m,-88.77886003423485,-97.18048542201505,[]
45,m,67.31524071121453,-176.46164794382312,"['Kayaking', 'Martial arts', 'Ice hockey', 'Cycling']"
54,m,26.39777609257108,0.7092922461607145,"['Softball', 'Soccer', 'Kayaking']"
83,m,-74.86791177440332,-36.90456095045036,"['Squash', 'Softball', 'Ball hockey']"
65,f,-60.84240584931814,-84.32109939886223,[]
75,f,66.150802885861,160.87054129466674,[]
43,m,39.008093632572724,177.71326124851282,"['Badminton', 'Golf']"
60,f,70.7833219933296,-17.093368891534425,"['Olympic weightlifting', 'Baseball']"
25,m,-42.390163180567605,44.66580334560797,['Squash']
83,f,-58.387706659950446,-164.01458438715397,"['Golf', 'Cross country running']"
61,m,86.51504785528411,-137.20984191611348,"['Soccer', 'Basketball', 'Olympic weightlifting', 'Baseball']"
28,m,-48.844657015167854,-60.869345474047535,"['Olympic weightlifting', 'Softball', 'Baseball']"
36,f,-64.91602515455725,32.93636302892426,"['Kayaking', 'Football', 'Tennis']"
96,f,14.279525061255839,-14.303389453031002,"['Badminton', 'Football', 'Rugby', 'Martial arts', 'Squash']"
56,f,-87.37085776151255,107.3246981904046,"['Cross country running', 'Football', 'Swimming', 'Golf']"
18,f,39.483162736889426,-162.62949662242374,"['Cycling', 'Badminton', 'Swimming']"
2,f,3.2578947469707487,132.10484218242595,"['Golf', 'Swimming']"
97,m,-33.88623554308547,84.85108294663064,"['Ice hockey', 'Football', 'Olympic weightlifting', 'Baseball']"
2,m,-15.321454849842297,10.594884122145686,['Ball hockey']
64,m,-27.41120474650109,146.37547317305945,['Ball hockey']
68,m,-52.24421022958843,-52.9555103706913,"['Olympic weightlifting', 'Curling', 'Baseball']"
33,m,66.69280349387637,144.9970179938743,"['Swimming', 'Baseball', 'Downhill skiing']"
14,f,58.92415951324645,154.8790069208697,"['Softball', 'Badminton', 'Golf']"
83,f,-58.713256815676395,24.409615897940483,"['Martial arts', 'Football', 'Badminton', 'Ball hockey', 'Soccer']"
12,f,-40.811343127820734,73.49620549054885,"['Downhill skiing', 'Football', 'Badminton', 'Kayaking', 'Softball']"
45,f,23.725977534415506,12.99356367887745,"['Martial arts', 'Tennis', 'Rugby', 'Downhill skiing']"
37,m,-31.081189292289785,-139.16210012478746,[]
75,f,18.869518705594814,173.77390108647938,"['Rugby', 'Golf']"
47,m,74.156920811801,93.72428534637544,"['Basketball', 'Volleyball', 'Equestrian mounted games', 'Kayaking', 'Swimming']"
98,f,10.824858103087735,78.91896288923357,"['Softball', 'Volleyball', 'Basketball']"
51,m,61.5970232436126,-63.33232646658955,"['Martial arts', 'Softball', 'Downhill skiing']"
64,f,67.16123789608702,-111.24629004076007,[]
94,m,-12.655534922419548,117.0110702741348,"['Badminton', 'Swimming', 'Tennis']"
29,f,-83.78782218276184,-174.78850070681312,['Cycling']
67,f,35.940566164836255,-103.61255200382074,[]
1,m,-66.32030359792572,-136.35415041643043,"['Badminton', 'Baseball']"
38,f,17.999150236565683,89.04025093990538,"['Cycling', 'Downhill skiing', 'Martial arts', 'Football']"
56,f,48.17592013814391,-18.304630631974362,"['Football', 'Softball', 'Baseball', 'Cross country running']"
20,m,-0.4329074132659372,146.7783444426767,[]
16,m,-55.551897226445334,157.90898858012298,"['Basketball', 'Volleyball']"
25,f,21.964507373842167,-127.30454831288812,"['Kayaking', 'Tennis', 'Softball', 'Curling']"
52,f,61.17427229947654,37.506571335480515,"['Football', 'Soccer', 'Baseball', 'Ice hockey', 'Bowling']"
70,f,-85.68476400044497,-109.99222186472859,"['Soccer', 'Softball', 'Squash', 'Golf', 'Bowling']"
43,f,-22.597323034337037,-23.295743970024603,[]
